CustomerID,Age,Gender,AnnualIncome,SpendingScore,PurchaseFrequency,AvgTransactionValue,TotalSpend,Recency
52190,52,Female,57,49,2,443,7042,145
52191,43,Male,64,53,18,56,43536,88
52192,25,Female,17,27,1,321,20259,15
52193,53,Male,73,31,13,425,40829,61
52194,65,Female,42,44,6,148,49066,177
52195,47,Female,60,32,17,414,31630,98
52196,40,Female,78,30,17,419,19109,117
52197,59,Male,84,18,11,151,30130,136
52198,61,Male,61,63,6,344,39667,3
52199,31,Male,156,16,3,23,2835,75
52200,31,Male,149,35,14,469,22356,155
52201,19,Female,173,62,6,365,23421,137
52202,54,Female,120,9,17,268,12606,15
52203,22,Female,95,62,3,245,38127,32
52204,55,Male,65,39,17,450,459,11
52205,62,Male,43,51,19,387,19580,131
52206,58,Male,127,10,18,16,24392,26
52207,64,Female,157,52,5,48,41225,7
52208,31,Male,142,12,15,194,15933,92
52209,56,Male,104,72,3,124,28853,39
52210,42,Female,39,62,8,119,15793,4
52211,37,Female,55,3,7,74,12516,30
52212,19,Male,83,83,18,240,49148,166
52213,56,Female,18,11,10,290,16232,51
52214,23,Male,119,8,10,40,34634,36
52215,34,Female,199,90,19,95,25435,95
52216,42,Female,45,23,1,147,46155,113
52217,45,Female,145,10,2,475,48921,117
52218,19,Male,131,18,1,86,21583,60
52219,52,Male,104,76,9,465,28317,51
52220,54,Male,192,39,15,146,49712,177
52221,22,Female,159,26,18,131,5914,15
52222,18,Female,80,11,18,472,6243,91
52223,57,Female,102,10,7,273,40720,124
52224,29,Female,38,3,14,106,7722,84
52225,53,Male,113,62,18,492,11753,156
52226,62,Male,174,71,19,28,43278,153
52227,40,Male,119,61,5,295,28709,164
52228,64,Female,33,4,9,18,36728,4
52229,48,Female,80,61,18,92,29984,21
52230,28,Male,74,8,13,56,8568,91
52231,27,Female,129,13,5,439,6370,69
52232,20,Male,29,12,15,99,41096,138
52233,31,Female,99,35,19,10,9704,50
52234,33,Female,177,54,11,396,39951,10
52235,27,Male,169,51,9,171,31736,90
52236,46,Male,102,43,16,162,29446,144
52237,27,Female,21,66,11,423,20583,166
52238,29,Male,20,15,2,10,44207,67
52239,47,Male,139,49,8,388,8922,20
52240,58,Female,47,34,5,155,47581,111
52241,18,Female,72,39,11,170,48302,69
52242,22,Female,191,26,11,402,11809,25
52243,37,Male,159,69,9,144,44810,89
52244,25,Female,124,48,11,295,34229,54
52245,60,Female,56,89,5,86,5482,12
52246,29,Female,108,51,9,90,19470,65
52247,18,Female,182,98,1,278,21526,67
52248,37,Female,188,4,10,278,29164,149
52249,45,Male,143,98,8,51,21731,133
52250,60,Female,93,27,19,133,46160,79
52251,54,Female,109,42,16,239,24554,132
52252,64,Male,125,56,13,366,16183,19
52253,54,Female,111,93,5,211,38839,81
52254,29,Female,194,69,18,343,18362,55
52255,54,Male,177,18,9,456,37728,61
52256,66,Female,133,61,4,116,20944,101
52257,66,Male,83,4,14,462,34948,152
52258,61,Female,147,1,7,301,28328,147
52259,45,Male,159,50,12,300,25176,24
52260,64,Male,195,84,7,183,23187,54
52261,32,Female,66,70,11,438,46032,149
52262,23,Male,156,20,15,321,20221,81
52263,61,Male,136,20,7,96,23884,19
52264,37,Female,43,46,17,14,25990,178
52265,67,Female,150,27,5,181,1347,151
52266,31,Male,118,26,8,130,5750,37
52267,19,Female,15,32,10,165,23969,28
52268,26,Male,43,10,6,96,45108,80
52269,54,Male,178,82,2,435,35418,71
52270,37,Female,193,12,5,107,7338,149
52271,43,Female,179,74,10,424,47604,21
52272,46,Male,83,88,3,144,16528,169
52273,18,Female,67,24,13,16,39325,35
52274,52,Female,138,51,16,269,9265,110
52275,23,Male,194,38,15,373,8765,1
52276,54,Male,102,46,2,393,32279,92
52277,22,Male,97,89,3,41,1394,91
52278,50,Male,26,8,18,37,39455,70
52279,66,Male,66,55,15,449,29733,132
52280,68,Male,143,78,5,269,20065,1
52281,31,Female,149,31,11,496,45556,149
52282,29,Male,159,88,3,253,5815,99
52283,59,Female,141,16,9,374,40426,92
52284,37,Female,185,20,7,273,15284,82
52285,67,Male,85,38,2,151,8216,116
52286,41,Female,31,15,15,39,31356,125
52287,60,Male,17,78,12,396,26925,52
52288,51,Female,43,76,16,139,35025,99
52289,42,Male,36,34,16,275,44272,53
52290,67,Male,180,72,16,79,19001,85
52291,46,Male,68,19,19,128,49477,80
52292,56,Male,121,69,3,336,35800,56
52293,48,Female,192,91,4,409,37446,103
52294,64,Female,83,63,1,79,23054,87
52295,60,Female,172,77,8,217,37586,33
52296,67,Female,165,32,15,100,14342,23
52297,40,Female,134,95,5,129,17593,6
52298,61,Male,61,37,12,469,3978,85
52299,55,Male,163,66,4,479,33909,175
52300,37,Male,34,7,15,216,36571,5
52301,40,Male,165,48,6,415,36948,77
52302,62,Male,163,11,5,265,15518,83
52303,69,Female,35,75,11,44,37336,9
52304,33,Male,15,87,14,133,47268,3
52305,67,Male,157,31,11,121,41661,46
52306,59,Female,31,44,9,216,44978,39
52307,25,Female,65,45,10,480,48814,13
52308,67,Male,28,72,6,111,32871,41
52309,38,Male,73,56,11,442,32170,139
52310,18,Female,97,32,9,395,1450,41
52311,25,Male,64,21,5,203,43548,75
52312,46,Male,138,31,10,250,18903,175
52313,49,Male,48,1,14,156,38878,177
52314,55,Female,20,77,6,462,23122,35
52315,22,Male,123,11,4,141,3157,163
52316,64,Male,63,93,10,229,22922,67
52317,39,Female,20,68,11,347,14094,132
52318,64,Female,131,36,16,113,25972,24
52319,51,Female,132,79,7,50,32954,94
52320,18,Male,21,59,18,65,36242,96
52321,43,Female,111,67,7,320,25832,113
52322,60,Male,193,56,15,259,43418,84
52323,27,Female,132,51,19,251,29684,164
52324,47,Male,143,29,18,424,48056,56
52325,67,Female,155,85,15,136,36016,4
52326,35,Male,185,2,18,159,34874,168
52327,34,Male,41,6,3,340,3139,171
52328,43,Female,130,31,1,441,30750,58
52329,25,Female,145,54,1,345,11870,62
52330,64,Male,72,88,7,393,41700,135
52331,57,Female,103,40,10,397,29806,137
52332,66,Male,111,17,12,158,14631,22
52333,29,Female,31,5,8,178,9249,4
52334,44,Female,187,2,17,54,31893,128
52335,25,Male,115,58,14,482,11228,164
52336,42,Female,198,12,17,93,39426,35
52337,63,Female,196,5,6,17,34720,33
52338,21,Male,43,60,17,116,29787,135
52339,50,Male,116,41,8,382,18250,105
52340,18,Female,137,20,13,274,2063,121
52341,36,Male,68,72,16,155,4661,175
52342,48,Female,41,1,12,40,47104,64
52343,33,Female,116,56,17,253,43573,121
52344,31,Male,131,70,18,44,38180,171
52345,65,Male,118,56,8,256,2318,18
52346,22,Male,59,54,18,423,12813,3
52347,58,Male,128,11,11,27,38594,59
52348,43,Male,101,3,13,476,42509,116
52349,45,Male,45,95,12,434,27667,39
52350,19,Female,178,28,15,33,7558,64
52351,67,Female,51,5,3,351,47517,81
52352,23,Male,50,90,3,313,42230,60
52353,26,Female,133,16,6,407,18337,105
52354,50,Female,19,31,3,412,26912,170
52355,58,Female,188,28,9,325,28634,109
52356,42,Female,66,7,11,358,30122,5
52357,65,Male,63,9,8,287,39328,46
52358,30,Female,20,39,4,39,47604,132
52359,26,Female,137,99,15,152,44647,14
52360,30,Male,152,43,5,286,46181,11
52361,48,Male,132,27,7,419,31772,22
52362,58,Male,37,76,8,365,27717,106
52363,28,Male,159,89,7,21,20849,5
52364,21,Female,124,93,8,400,34356,140
52365,51,Male,58,95,4,212,30127,149
52366,55,Female,55,98,1,259,11791,79
52367,63,Female,157,33,5,112,26032,24
52368,21,Male,186,91,11,477,45937,13
52369,55,Male,64,56,4,44,20302,96
52370,36,Male,66,2,2,333,7114,26
52371,23,Male,84,14,17,395,38489,40
52372,51,Male,165,13,12,29,11075,26
52373,35,Male,186,24,2,56,625,173
52374,30,Female,123,69,9,93,30800,30
52375,58,Female,132,34,6,277,45184,64
52376,40,Female,123,87,6,62,14943,111
52377,36,Female,109,19,18,282,7118,73
52378,62,Male,58,30,3,27,7208,88
52379,28,Male,194,49,15,113,41376,124
52380,18,Female,81,43,7,161,39281,166
52381,41,Female,170,16,13,337,9001,146
52382,24,Female,81,52,10,174,12845,137
52383,42,Male,32,98,4,370,33153,128
52384,38,Male,169,49,16,423,25500,38
52385,32,Male,193,11,9,93,13357,149
52386,18,Female,74,78,10,317,9215,71
52387,29,Female,88,47,19,160,10369,140
52388,24,Male,63,79,17,46,16473,36
52389,32,Male,29,35,1,388,45934,122
52390,38,Female,87,71,13,467,28665,11
52391,36,Female,157,29,4,362,17768,128
52392,46,Male,193,54,15,161,24959,27
52393,42,Female,62,86,10,365,20192,74
52394,50,Male,86,23,9,385,14677,81
52395,66,Male,127,24,8,217,36734,107
52396,49,Female,143,99,6,59,10011,65
52397,66,Female,149,10,10,229,37294,162
52398,52,Female,67,61,17,469,24219,127
52399,61,Male,173,8,5,413,16462,34
52400,55,Female,32,48,14,56,2635,64
52401,43,Female,26,76,17,27,934,17
52402,28,Male,62,93,11,494,33125,179
52403,52,Male,44,29,4,131,38272,105
52404,25,Female,111,87,17,291,49346,89
52405,63,Male,21,26,2,129,32959,108
52406,31,Male,106,37,1,260,7964,176
52407,27,Male,127,96,18,336,17659,139
52408,19,Female,17,52,7,308,5322,148
52409,63,Female,121,38,6,56,47380,68
52410,26,Male,77,6,6,94,30542,162
52411,20,Male,148,8,14,308,43021,42
52412,38,Male,116,17,12,393,41158,169
52413,43,Female,29,76,14,169,23335,145
52414,25,Male,185,62,14,16,3164,12
52415,65,Male,105,86,12,254,25664,68
52416,19,Female,95,78,9,224,13778,41
52417,23,Male,160,34,9,221,46585,142
52418,45,Female,164,19,2,221,24606,4
52419,46,Female,75,70,18,297,38093,126
52420,43,Female,134,82,5,227,1333,77
52421,42,Male,75,37,12,493,37206,74
52422,29,Male,67,38,14,260,5986,142
52423,22,Female,40,15,13,353,29078,9
52424,51,Male,129,40,3,330,41325,171
52425,65,Female,54,9,15,323,14795,148
52426,54,Male,102,53,15,190,22677,1
52427,32,Female,130,70,3,101,12148,108
52428,61,Female,150,66,19,227,45668,93
52429,53,Male,35,80,15,299,11603,72
52430,32,Male,57,52,19,99,43135,17
52431,60,Male,35,1,8,493,39279,89
52432,65,Male,145,30,13,206,36123,20
52433,40,Female,45,97,10,193,17004,59
52434,23,Female,169,1,2,75,10121,141
52435,63,Male,41,39,11,425,35803,121
52436,67,Male,87,16,19,107,2285,77
52437,61,Female,199,17,9,315,40037,175
52438,60,Male,111,82,9,487,24054,50
52439,62,Male,175,22,6,33,35353,94
52440,38,Male,104,86,10,229,26553,168
52441,40,Male,58,99,8,183,18961,135
52442,60,Female,57,31,15,396,29070,55
52443,33,Female,45,40,6,254,12492,51
52444,64,Male,131,27,7,123,1655,76
52445,32,Female,90,36,17,275,13882,130
52446,42,Male,159,4,4,399,13382,14
52447,53,Male,157,69,8,363,2090,106
52448,28,Male,48,25,13,232,47406,145
52449,68,Female,94,95,14,317,41809,77
52450,32,Female,18,78,18,244,35396,129
52451,21,Female,86,30,17,315,6409,119
52452,38,Female,112,47,18,119,29450,111
52453,30,Female,124,12,14,323,31835,1
52454,39,Male,42,27,11,445,41016,111
52455,36,Male,144,45,10,22,7482,26
52456,51,Female,31,88,13,134,40161,116
52457,31,Female,72,63,16,324,16118,174
52458,21,Female,141,55,14,176,10646,13
52459,65,Male,23,30,3,62,16656,34
52460,69,Female,45,82,18,195,30154,62
52461,63,Male,102,14,6,285,3657,73
52462,44,Male,76,56,3,456,16496,51
52463,46,Female,33,19,19,361,37053,41
52464,64,Male,95,86,3,19,43237,55
52465,45,Male,121,26,12,419,40556,156
52466,52,Female,69,71,8,156,25802,94
52467,25,Male,170,92,5,486,46800,135
52468,33,Female,126,38,17,326,29392,2
52469,59,Male,137,69,10,342,15423,2
52470,53,Female,192,36,17,127,21080,156
52471,47,Female,79,18,9,427,38751,54
52472,35,Male,138,57,13,349,30863,94
52473,19,Female,17,78,10,437,10428,58
52474,66,Male,194,23,8,497,4949,175
52475,30,Male,152,14,7,27,5245,61
52476,21,Female,35,96,2,386,33815,104
52477,43,Male,51,69,2,235,26271,168
52478,42,Female,29,22,4,121,34363,18
52479,47,Male,101,28,9,81,23158,142
52480,28,Male,134,43,14,153,17122,25
52481,24,Female,151,76,11,113,28195,138
52482,48,Male,58,18,7,224,30377,100
52483,61,Male,53,95,19,489,30626,48
52484,27,Male,147,77,4,86,14313,176
52485,56,Male,39,84,2,35,10586,53
52486,30,Male,70,36,19,239,1101,137
52487,48,Male,135,7,18,202,25445,139
52488,24,Male,104,23,7,459,18467,27
52489,66,Male,78,34,11,112,8531,59
52490,59,Female,194,96,10,214,11060,141
52491,59,Male,103,21,11,420,11310,139
52492,53,Male,126,70,9,269,20743,57
52493,37,Female,90,80,3,242,42454,110
52494,21,Female,151,99,5,60,30593,106
52495,24,Female,152,47,1,477,11274,24
52496,18,Male,24,53,1,140,29902,177
52497,61,Female,76,84,5,352,18000,168
52498,62,Female,104,41,19,75,11464,79
52499,59,Male,74,75,6,409,44492,84
52500,64,Male,161,32,3,211,21547,2
52501,30,Female,121,14,13,293,21705,143
52502,39,Female,52,88,17,309,35550,48
52503,38,Male,148,95,3,155,16942,98
52504,39,Male,157,17,3,267,1700,46
52505,45,Male,61,25,13,471,41087,95
52506,26,Male,187,64,2,437,30317,158
52507,43,Male,147,73,3,413,1014,156
52508,26,Female,92,86,16,321,41755,97
52509,32,Male,67,48,12,385,14739,169
52510,27,Male,76,35,9,113,38034,113
52511,41,Male,37,37,16,160,11387,21
52512,59,Male,58,55,4,127,6286,87
52513,25,Male,66,17,18,325,39262,42
52514,41,Female,60,28,1,208,11710,13
52515,33,Male,161,1,7,438,14329,45
52516,66,Female,98,53,12,312,35032,90
52517,43,Male,61,73,8,343,14400,147
52518,44,Female,105,55,8,430,26313,155
52519,54,Female,66,61,9,401,40332,168
52520,21,Male,38,13,14,398,30341,135
52521,67,Male,159,47,5,288,34332,25
52522,41,Male,103,64,2,114,43988,177
52523,36,Male,188,32,10,19,16850,104
52524,53,Male,78,28,9,122,13608,164
52525,56,Female,133,53,7,36,13794,71
52526,27,Male,170,31,18,108,42430,119
52527,42,Male,192,8,12,266,8426,84
52528,35,Female,78,72,11,336,37849,152
52529,36,Male,170,98,10,380,32412,92
52530,53,Female,100,87,13,145,267,113
52531,27,Male,70,74,9,404,16772,69
52532,50,Female,73,25,16,235,45863,52
52533,67,Male,147,33,17,136,13432,164
52534,22,Female,196,68,5,125,11346,179
52535,64,Female,186,7,6,421,36106,33
52536,66,Male,184,97,10,299,46202,53
52537,52,Male,139,66,11,180,42491,38
52538,61,Male,199,46,2,221,3390,172
52539,51,Female,61,96,7,421,33820,5
52540,50,Female,135,5,14,442,16242,118
52541,38,Female,167,17,4,198,7553,31
52542,34,Male,116,76,5,499,29845,137
52543,39,Male,58,52,19,430,23821,32
52544,65,Female,29,12,10,396,27834,169
52545,54,Male,119,62,6,274,25532,5
52546,32,Female,65,35,2,223,45156,179
52547,52,Male,67,62,3,98,42467,54
52548,45,Male,48,21,15,139,14130,28
52549,24,Female,138,85,10,32,30841,171
52550,49,Male,91,66,17,188,2795,12
52551,28,Male,150,53,7,410,22051,17
52552,27,Male,137,21,2,418,1418,8
52553,26,Male,84,15,7,469,22483,18
52554,31,Male,35,75,15,420,8875,117
52555,30,Female,122,74,3,29,21267,10
52556,42,Male,122,82,5,338,24031,39
52557,19,Female,149,23,8,480,24584,41
52558,52,Male,104,31,4,429,40727,108
52559,24,Male,93,54,18,421,28764,44
52560,38,Female,198,55,19,251,11941,43
52561,35,Female,191,26,8,249,16865,175
52562,20,Male,56,53,6,38,41789,111
52563,59,Male,165,66,5,254,35434,176
52564,56,Female,66,39,5,129,29094,19
52565,58,Female,116,7,17,435,37143,21
52566,66,Female,119,88,6,323,37889,3
52567,28,Female,93,39,13,383,43889,104
52568,56,Male,126,32,9,41,39524,56
52569,41,Male,195,26,12,149,28240,127
52570,63,Male,118,87,10,167,3136,171
52571,36,Male,30,78,1,69,26127,129
52572,21,Male,110,29,11,148,13714,88
52573,43,Female,51,25,6,366,43465,36
52574,55,Female,160,56,3,221,44598,6
52575,59,Female,162,31,6,148,23897,74
52576,49,Male,60,66,9,377,25612,46
52577,56,Female,16,2,8,120,6339,151
52578,62,Male,133,87,15,495,46720,20
52579,63,Male,101,47,6,345,14298,166
52580,53,Male,108,75,11,260,10458,35
52581,57,Female,17,29,10,108,19585,162
52582,54,Male,188,99,11,187,38967,178
52583,50,Male,125,49,4,10,5274,47
52584,53,Female,191,73,13,98,25208,36
52585,20,Male,15,32,8,122,22132,16
52586,26,Female,119,30,15,292,20931,108
52587,25,Male,36,15,7,125,39087,177
52588,50,Female,156,62,1,41,13283,65
52589,23,Male,187,78,9,271,12025,63
52590,58,Male,148,17,8,50,7250,52
52591,56,Female,79,22,2,429,22526,73
52592,21,Male,35,30,14,176,31568,60
52593,30,Female,18,81,12,352,11349,101
52594,66,Male,145,16,17,230,43945,17
52595,19,Female,127,52,19,423,8612,38
52596,22,Male,44,8,6,223,26936,29
52597,61,Male,45,64,5,322,48476,31
52598,44,Male,176,39,6,404,21239,54
52599,49,Female,34,31,3,355,21761,102
52600,38,Female,68,12,16,480,27020,26
52601,25,Female,140,33,18,140,20392,141
52602,55,Female,167,58,14,57,40842,19
52603,25,Female,29,12,15,143,48345,111
52604,67,Male,180,25,4,16,40853,27
52605,20,Male,165,38,11,53,37699,13
52606,61,Male,194,48,5,496,47980,52
52607,20,Male,199,82,9,326,31579,98
52608,39,Male,71,83,5,447,24539,19
52609,23,Female,93,55,7,444,40534,83
52610,19,Male,194,3,18,95,35248,3
52611,40,Female,177,99,18,57,14560,67
52612,61,Male,28,69,2,499,30296,26
52613,19,Female,105,35,13,326,32238,6
52614,55,Female,28,51,13,362,41087,141
52615,34,Female,113,27,17,433,3708,27
52616,52,Male,47,37,17,396,2318,105
52617,51,Male,194,85,6,423,45215,88
52618,40,Male,15,16,14,249,14560,10
52619,47,Male,48,92,14,161,36413,16
52620,69,Female,33,25,12,460,32157,23
52621,25,Female,166,33,5,267,31460,47
52622,39,Female,18,62,5,53,35786,12
52623,61,Female,178,17,4,177,28107,156
52624,53,Male,91,43,13,284,43302,77
52625,22,Female,72,30,4,200,9805,18
52626,30,Male,174,41,18,161,6563,58
52627,46,Female,151,4,16,59,25681,130
52628,48,Female,117,66,18,285,38355,174
52629,64,Female,81,60,2,322,46773,145
52630,33,Male,130,9,4,378,22333,87
52631,59,Male,162,31,17,315,46345,64
52632,47,Female,134,89,6,104,22920,87
52633,33,Female,36,69,18,251,28167,54
52634,29,Female,126,24,7,114,48874,171
52635,34,Male,89,24,13,451,12383,78
52636,33,Male,190,93,9,424,10614,14
52637,29,Male,150,45,2,430,311,172
52638,25,Female,157,95,8,372,3579,38
52639,37,Male,46,37,14,358,3351,105
52640,20,Female,195,58,18,269,40613,177
52641,33,Male,81,83,1,451,8804,16
52642,47,Female,18,23,9,147,45228,82
52643,62,Female,44,35,9,328,2851,74
52644,40,Male,27,63,2,429,29831,30
52645,45,Female,35,6,16,192,16508,68
52646,68,Female,55,6,4,492,24961,71
52647,57,Female,135,30,13,66,9968,80
52648,22,Male,33,1,17,249,3358,115
52649,37,Female,62,63,11,478,23975,37
52650,57,Male,100,8,2,436,37045,55
52651,61,Male,77,28,4,114,33018,167
52652,18,Female,162,89,12,74,15685,177
52653,47,Male,51,33,2,499,45610,97
52654,38,Female,45,53,1,149,47666,99
52655,37,Male,88,38,6,71,31455,112
52656,23,Female,160,52,16,161,21987,118
52657,39,Male,121,78,2,139,24811,162
52658,35,Female,117,11,14,440,25052,57
52659,25,Female,124,2,12,135,38783,97
52660,56,Female,34,53,19,449,48993,62
52661,49,Female,153,94,3,221,7353,39
52662,50,Male,100,94,19,409,39293,74
52663,33,Male,58,68,11,171,6131,67
52664,29,Female,96,77,4,214,27240,29
52665,55,Male,78,7,17,411,48993,31
52666,69,Female,136,67,17,38,17472,60
52667,51,Female,176,9,7,191,603,39
52668,31,Male,101,78,5,60,13001,1
52669,53,Male,79,63,19,244,40944,56
52670,50,Female,69,11,19,23,27264,101
52671,40,Male,88,37,9,359,4185,91
52672,67,Female,131,14,17,67,16460,149
52673,62,Male,143,19,9,428,30141,171
52674,19,Male,180,8,14,146,27815,130
52675,58,Male,151,7,5,137,29941,142
52676,38,Male,109,59,2,46,6749,106
52677,19,Male,159,63,15,368,22730,131
52678,44,Female,113,7,16,277,5328,142
52679,26,Male,126,55,19,94,13001,5
52680,18,Male,66,3,1,219,48565,81
52681,28,Female,160,67,12,148,33257,167
52682,20,Female,47,18,19,36,48642,129
52683,69,Female,18,45,15,353,10705,120
52684,40,Male,101,97,5,242,12570,43
52685,43,Male,89,92,1,180,12228,92
52686,21,Female,194,36,11,187,14793,78
52687,35,Female,23,16,9,363,26359,15
52688,23,Female,78,79,7,29,42829,46
52689,52,Female,44,29,2,406,29821,7
52690,39,Male,150,59,17,312,10638,170
52691,60,Male,147,18,16,273,33615,115
52692,32,Male,90,49,16,494,19738,7
52693,39,Male,143,46,14,206,33233,175
52694,54,Male,29,83,2,336,3688,88
52695,69,Female,103,29,19,73,15532,90
52696,59,Male,180,70,3,53,11309,19
52697,29,Female,184,50,8,253,19362,53
52698,64,Female,142,55,19,21,21540,90
52699,66,Female,188,27,16,370,24794,16
52700,59,Male,195,7,4,269,11993,62
52701,55,Female,40,91,8,305,21050,65
52702,35,Male,75,83,1,412,24136,112
52703,62,Female,137,81,4,447,47106,179
52704,52,Male,81,41,7,266,4027,36
52705,47,Female,196,11,1,384,29490,163
52706,41,Male,164,5,18,244,33610,24
52707,59,Female,40,66,4,256,46990,69
52708,47,Female,97,56,14,150,1016,119
52709,31,Female,122,12,8,315,35159,157
52710,23,Female,125,42,18,190,22510,129
52711,20,Male,74,75,7,435,35636,123
52712,33,Male,53,10,3,374,44787,137
52713,24,Male,137,28,14,162,11983,100
52714,69,Female,50,7,12,53,7759,15
52715,31,Female,35,14,15,118,43090,74
52716,26,Female,183,77,8,107,30400,144
52717,32,Female,132,69,5,236,7208,176
52718,38,Female,62,61,17,454,41688,36
52719,52,Female,40,51,10,90,37030,53
52720,19,Male,50,42,11,227,45594,79
52721,44,Male,166,8,16,158,23476,131
52722,19,Male,142,50,16,444,44743,147
52723,52,Male,163,1,4,85,7702,41
52724,35,Male,160,69,5,89,19384,37
52725,31,Male,29,11,10,61,10990,136
52726,37,Male,93,48,14,72,21833,88
52727,35,Male,148,10,9,93,37161,14
52728,27,Female,185,15,18,447,25568,35
52729,42,Female,173,47,6,403,27245,144
52730,19,Female,42,93,11,352,45335,71
52731,42,Female,150,25,17,376,4583,163
52732,50,Female,171,6,9,487,44054,8
52733,53,Female,163,11,3,264,26545,12
52734,48,Female,134,17,16,68,36118,177
52735,31,Male,102,15,4,17,20942,110
52736,18,Male,192,16,15,316,23450,80
52737,63,Female,45,56,2,398,2777,115
52738,33,Male,61,66,17,85,5080,68
52739,63,Male,48,36,19,435,4505,163
52740,69,Male,16,83,16,87,26940,45
52741,20,Male,120,38,19,133,15151,41
52742,52,Male,108,85,17,21,19732,61
52743,58,Female,86,75,4,289,12802,76
52744,23,Male,66,3,18,54,22738,143
52745,42,Female,149,98,4,62,41028,99
52746,30,Female,161,18,3,190,5326,67
52747,51,Female,104,79,18,410,18530,2
52748,25,Male,106,89,5,458,13442,122
52749,38,Female,157,54,9,383,34540,134
52750,51,Female,92,79,15,243,29132,16
52751,21,Female,190,94,9,195,14023,23
52752,42,Female,139,17,14,302,16783,95
52753,32,Male,156,82,2,84,4268,114
52754,21,Female,145,95,18,435,8481,41
52755,62,Female,64,82,13,207,49942,158
52756,29,Female,107,99,16,88,6398,119
52757,49,Female,138,13,6,242,22615,122
52758,49,Male,68,63,16,177,41251,55
52759,45,Female,148,14,4,32,44817,132
52760,30,Female,191,59,10,416,26879,110
52761,48,Female,165,36,19,495,12548,100
52762,31,Female,92,18,11,239,43324,28
52763,37,Female,92,5,5,314,17173,178
52764,35,Female,34,14,18,393,20222,28
52765,46,Male,105,25,3,469,24659,123
52766,23,Female,113,44,8,144,46353,26
52767,49,Male,187,39,11,302,45276,167
52768,46,Male,70,12,19,409,10280,13
52769,60,Female,16,61,3,47,37013,71
52770,19,Male,119,62,12,241,20368,54
52771,40,Female,187,53,15,364,17761,13
52772,36,Male,182,53,16,177,34245,120
52773,48,Female,126,28,5,294,32092,59
52774,68,Male,38,35,19,112,3165,4
52775,22,Male,171,65,6,154,32638,80
52776,36,Female,123,3,12,252,8693,60
52777,51,Male,82,43,19,483,2544,47
52778,27,Male,128,50,9,157,40626,77
52779,42,Male,98,71,18,375,46028,5
52780,19,Male,196,9,3,162,38131,36
52781,28,Male,195,36,14,325,19799,19
52782,67,Female,63,23,5,431,28091,30
52783,48,Male,46,88,5,328,41155,111
52784,32,Male,75,74,4,304,45674,41
52785,26,Female,184,50,16,135,16645,176
52786,40,Female,143,55,13,201,33825,28
52787,36,Female,116,12,8,494,25313,31
52788,26,Male,49,83,16,92,17924,171
52789,52,Male,65,32,2,30,30732,137
52790,38,Male,59,24,8,297,45951,12
52791,26,Male,91,86,3,293,25593,140
52792,45,Female,127,67,9,368,27883,42
52793,63,Female,79,27,11,498,21599,90
52794,68,Male,28,61,1,277,17558,16
52795,24,Male,107,19,1,130,37605,99
52796,33,Male,145,73,8,120,20236,178
52797,33,Male,38,51,16,88,18295,132
52798,50,Female,79,64,10,357,26856,115
52799,21,Female,190,77,2,385,33548,13
52800,21,Male,152,2,16,94,26817,60
52801,56,Female,27,36,4,89,41511,28
52802,57,Male,156,93,19,160,35270,109
52803,34,Male,114,11,9,253,34041,140
52804,54,Female,152,98,3,227,43191,152
52805,56,Male,182,68,11,24,31966,92
52806,69,Female,165,68,8,110,7761,129
52807,46,Male,113,64,7,277,30571,162
52808,69,Female,69,1,1,397,45528,131
52809,53,Male,77,89,8,44,31612,22
52810,55,Female,85,26,17,360,18466,85
52811,56,Male,184,11,11,454,4545,27
52812,67,Male,113,87,7,292,17844,149
52813,54,Female,80,2,9,134,7247,141
52814,69,Male,93,83,14,233,431,44
52815,52,Female,87,93,5,170,47731,80
52816,24,Female,61,40,18,22,9348,110
52817,44,Male,95,4,13,174,37697,24
52818,45,Male,140,80,5,437,42254,174
52819,39,Male,66,37,8,267,45089,17
52820,31,Male,160,61,15,431,20120,5
52821,24,Female,160,91,4,302,4514,38
52822,54,Male,166,5,1,452,25472,59
52823,39,Male,37,15,6,123,16890,155
52824,22,Male,154,87,19,129,43183,105
52825,19,Female,165,67,12,78,3674,96
52826,44,Male,35,82,7,283,48226,90
52827,38,Female,78,26,13,57,22432,71
52828,55,Male,86,6,7,346,24239,100
52829,32,Female,176,44,9,331,14304,55
52830,38,Male,144,58,1,442,17986,71
52831,27,Male,83,81,13,371,20960,171
52832,40,Female,173,46,19,67,46916,91
52833,56,Male,82,42,1,428,44558,166
52834,22,Male,161,48,19,87,22393,112
52835,18,Male,142,27,18,213,22614,88
52836,30,Female,121,20,5,451,16991,61
52837,38,Male,123,70,3,234,5880,173
52838,43,Female,86,35,2,272,15054,108
52839,67,Female,117,76,10,112,13093,157
52840,62,Female,155,48,6,118,38471,34
52841,38,Male,79,67,19,274,6424,149
52842,35,Female,148,68,17,334,40573,45
52843,54,Female,126,52,19,397,27885,129
52844,62,Male,169,68,13,425,28709,138
52845,49,Female,93,4,17,398,18676,94
52846,53,Female,194,39,18,65,49488,28
52847,34,Male,140,21,11,321,11262,106
52848,52,Male,135,66,13,261,42138,30
52849,66,Female,101,16,11,309,46075,28
52850,28,Male,62,7,19,81,1684,157
52851,38,Male,102,83,10,150,27190,31
52852,69,Male,82,97,3,397,19960,107
52853,43,Female,186,9,6,189,6526,83
